issue_key,file_path,file,rule,impact_severity,impact_quality,type,message,line,effort,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,sqale_index,lines,reliability_rating,security_rating,commit_count,unique_authors,churn,days_since_modified,satd_count,satd_text,pool_rank,c3_rank,llm_reasoning
AZ4HYWXaUdMD1-xUpqgK,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CockroachLegacyDialect.java,CockroachLegacyDialect.java,java:S131,HIGH,MAINTAINABILITY,CODE_SMELL,Add a default case to this switch.,271.0,5min,0.0,0.0,17.0,17.0,218.0,102.0,99.0,1166.0,A,A,15,5,301,33,1.0,TODO: RESTRICT VIOLATION,6,12,"This is a third missing-default-case alert (java:S131) in CockroachLegacyDialect.java at line 271, immediately adjacent to alert 5. The proximity of two missing default cases at lines 269 and 271 suggests they may be in the same or closely related switch blocks, increasing the practical risk of unhandled cases."
AZ4HYWXaUdMD1-xUpqgL,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CockroachLegacyDialect.java,CockroachLegacyDialect.java,java:S131,HIGH,MAINTAINABILITY,CODE_SMELL,Add a default case to this switch.,322.0,5min,0.0,0.0,17.0,17.0,218.0,102.0,99.0,1166.0,A,A,15,5,301,33,1.0,TODO: RESTRICT VIOLATION,7,13,"This is a fourth missing-default-case alert (java:S131) in CockroachLegacyDialect.java at line 322. While lower priority than the adjacent pair at 269/271, it still represents an unhandled case in a highly complex, actively maintained file with known SATD issues."
AZ4HYWhbUdMD1-xUpqpw,hibernate-c3p0/src/main/java/org/hibernate/c3p0/internal/C3P0ConnectionProvider.java,C3P0ConnectionProvider.java,java:S2864,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Iterate over the ""entrySet"" instead of the ""keySet"".",156.0,5min,1.0,0.0,3.0,4.0,27.0,26.0,17.0,257.0,E,A,13,1,147,108,2.0,"@author various people | as soon as we obtain a new connection. This maybe isn't ideal,",18,14,"This CODE_SMELL (java:S2864) about iterating over keySet instead of entrySet in C3P0ConnectionProvider.java is a performance issue in a connection provider. The file has reliability rating E (worst) due to the BUG alert, 13 commits, and SATD noting connection handling concerns. While less critical than the resource leak, it's in the same high-risk file."
AZ4HYWZTUdMD1-xUpqhY,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CommunityDatabase.java,CommunityDatabase.java,java:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove this unused method parameter ""jdbcUrl"".",237.0,5min,0.0,0.0,1.0,1.0,45.0,0.0,5.0,255.0,A,A,4,3,61,11,,,23,15,"This alert (java:S1172) flags an unused method parameter 'jdbcUrl' in CommunityDatabase.java. Unused parameters can indicate dead code or incomplete implementations. The file was recently modified (11 days ago) with 4 commits and 3 unique authors, suggesting active development where this parameter may have been accidentally left unused."
AZ4HYWbHUdMD1-xUpqjf,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/AltibaseDialect.java,AltibaseDialect.java,java:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.,342.0,7min,0.0,0.0,1.0,1.0,136.0,38.0,7.0,654.0,A,A,7,4,172,9,,,2,16,"This cognitive complexity alert (java:S3776) in AltibaseDialect.java flags a method with complexity 17 vs. the allowed 15. The file has very high overall complexity (cyclomatic 136, cognitive 38) and was recently modified (9 days ago) with 4 unique authors, making it an actively maintained complex file where reducing complexity aids maintainability."
AZ4HYWYGUdMD1-xUpqgj,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/OracleLegacyDialect.java,OracleLegacyDialect.java,java:S115,HIGH,MAINTAINABILITY,CODE_SMELL,Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.,169.0,2min,0.0,0.0,9.0,9.0,280.0,131.0,69.0,1519.0,A,A,14,6,241,9,5.0,"Approximate octet and bit length for clobs since exact size determination would require a custom function | TODO: provide a way to change this without a custom Dialect | also get reported this way, so take care) | Until 12.2 there was a bug in the Oracle query rewriter causing ORA-00918 | when the query contains duplicate implicit aliases in the select clause",15,17,"This naming convention alert (java:S115) in OracleLegacyDialect.java flags a constant with non-standard naming. The file has extremely high complexity, 14 commits, 6 unique authors, and 5 SATD comments. While a naming issue is low risk, the high-activity context of this file and the 5 SATD comments (including known Oracle bugs) make it worth noting."
AZ4HYWalUdMD1-xUpqi_,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/MySQLLegacySqlAstTranslator.java,MySQLLegacySqlAstTranslator.java,java:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,147.0,6min,0.0,0.0,1.0,1.0,49.0,35.0,6.0,271.0,A,A,4,4,87,93,,,14,18,"This cognitive complexity alert (java:S3776) in MySQLLegacySqlAstTranslator.java flags a method with complexity 16 vs. the allowed 15, a marginal excess. The file has moderate complexity (cognitive 35) and was modified 93 days ago with 4 unique authors. The marginal excess and moderate file risk place it mid-tier."
AZ4HYWaiUdMD1-xUpqi9,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CommunityDialectSelector.java,CommunityDialectSelector.java,java:S131,HIGH,MAINTAINABILITY,CODE_SMELL,Add a default case to this switch.,22.0,5min,0.0,0.0,2.0,2.0,51.0,2.0,35.0,126.0,A,A,2,2,57,246,,,8,19,"This missing-default-case alert (java:S131) in CommunityDialectSelector.java is in a selector with 49 switch cases (per alert 24). The file has low cognitive complexity (2) and was last modified 246 days ago with only 2 commits, suggesting low activity. The missing default in a large selector could cause silent failures for unrecognized dialects."
AZ4HYWaiUdMD1-xUpqi-,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CommunityDialectSelector.java,CommunityDialectSelector.java,java:S1479,MEDIUM,MAINTAINABILITY,CODE_SMELL,Reduce the number of non-empty switch cases from 49 to at most 30.,22.0,30min,0.0,0.0,2.0,2.0,51.0,2.0,35.0,126.0,A,A,2,2,57,246,,,24,20,"This alert (java:S1479) flags 49 non-empty switch cases in CommunityDialectSelector.java, exceeding the recommended 30. This is a maintainability concern in a dialect selector that maps many dialects. The file has low cognitive complexity (2) and low recent activity (2 commits, 246 days since modified), making it lower priority but worth addressing for long-term maintainability."
AZ4HYWWNUdMD1-xUpqfV,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2LegacySqlAstTranslator.java,DB2LegacySqlAstTranslator.java,java:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""xmlserialize("" 8 times.",388.0,18min,0.0,0.0,2.0,2.0,112.0,93.0,36.0,523.0,A,A,2,1,23,178,,,12,21,"This literal duplication alert (java:S1192) in DB2LegacySqlAstTranslator.java flags 'xmlserialize(' duplicated 8 times, the highest duplication count among similar alerts. The file has high cognitive complexity (93) and moderate activity (2 commits). The high duplication count increases maintenance risk if the string needs to change."
AZ4HYWaFUdMD1-xUpqiP,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/H2LegacyDialect.java,H2LegacyDialect.java,java:S1301,LOW,MAINTAINABILITY,CODE_SMELL,"Replace this ""switch"" statement by ""if"" statements to increase readability.",422.0,5min,0.0,0.0,13.0,13.0,161.0,74.0,77.0,959.0,A,A,11,5,72,39,3.0,"H2 1.4.200 has a bug: https://github.com/h2database/h2database/issues/3184 | functionFactory.everyAny(); //this would work too | H2 requires a very special emulation, because {@code unnest} is pretty much useless,",50,22,"This alert (java:S1301) in H2LegacyDialect.java flags a switch with only one case that should be an if statement. The file has high complexity (cyclomatic 161, cognitive 74), 13 violations, 11 commits, 5 unique authors, and 3 SATD comments including a known H2 bug reference, making it an actively maintained complex file."
AZ4HYWXUUdMD1-xUpqf9,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/HSQLLegacyDialect.java,HSQLLegacyDialect.java,java:S3358,MEDIUM,MAINTAINABILITY,CODE_SMELL,Extract this nested ternary operation into an independent statement.,433.0,5min,0.0,0.0,9.0,9.0,145.0,55.0,45.0,868.0,A,A,11,4,181,107,1.0,"TODO: does not support MICROSECOND, but on the",34,23,"This nested ternary alert (java:S3358) in HSQLLegacyDialect.java flags a readability issue that can hide logic errors. The file has high complexity (cyclomatic 145, cognitive 55), 11 commits, 4 unique authors, and a SATD comment about unsupported functionality, placing it in a moderately high-risk context."
AZ4HYWaCUdMD1-xUpqiI,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2zLegacyDialect.java,DB2zLegacyDialect.java,java:S1124,LOW,MAINTAINABILITY,CODE_SMELL,Reorder the modifiers to comply with the Java Language Specification.,51.0,2min,0.0,0.0,4.0,4.0,46.0,22.0,12.0,253.0,A,A,4,3,52,179,2.0,"TODO: when was 'create unique where not null index' really first introduced? | just on the basis of the DB2 docs, but I currently have no way to test it",47,24,"This modifier ordering alert (java:S1124) in DB2zLegacyDialect.java is a minor style issue. The file has moderate complexity (cognitive 22), 4 commits, 3 unique authors, and 2 SATD comments including a TODO about untestable DB2 features, suggesting some uncertainty in the codebase."
AZ4HYWaCUdMD1-xUpqiH,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2zLegacyDialect.java,DB2zLegacyDialect.java,java:S1301,LOW,MAINTAINABILITY,CODE_SMELL,"Replace this ""switch"" statement by ""if"" statements to increase readability.",80.0,5min,0.0,0.0,4.0,4.0,46.0,22.0,12.0,253.0,A,A,4,3,52,179,2.0,"TODO: when was 'create unique where not null index' really first introduced? | just on the basis of the DB2 docs, but I currently have no way to test it",48,25,This alert (java:S1301) in DB2zLegacyDialect.java flags a single-case switch that should be an if statement. The file has moderate complexity and 2 SATD comments about untestable DB2 features. It's a minor readability issue in a moderately active file.
AZ4HYWY_UdMD1-xUpqhM,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DerbyLegacyDialect.java,DerbyLegacyDialect.java,java:S1301,LOW,MAINTAINABILITY,CODE_SMELL,"Replace this ""switch"" statement by ""if"" statements to increase readability.",716.0,5min,0.0,0.0,5.0,5.0,121.0,30.0,10.0,1028.0,A,A,8,4,252,153,6.0,"emulate the most basic functionality of extract() | type, but it doesn't know how to cast to it. Worse, | With a nice rant: https://blog.jooq.org/2011/10/29/derby-casting-madness-the-sequel/ | TODO: check this! | TODO: check this | It seems at least the row_number function is supported as of 10.4",49,26,"This alert (java:S1301) in DerbyLegacyDialect.java flags a single-case switch. The file has moderate complexity (cyclomatic 121), 8 commits, 4 unique authors, and 6 SATD comments (highest count among dialect files), indicating known technical debt. The switch issue itself is minor but the file context warrants attention."
AZ4HYWY_UdMD1-xUpqhQ,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DerbyLegacyDialect.java,DerbyLegacyDialect.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,713.0,5min,0.0,0.0,5.0,5.0,121.0,30.0,10.0,1028.0,A,A,8,4,252,153,6.0,"emulate the most basic functionality of extract() | type, but it doesn't know how to cast to it. Worse, | With a nice rant: https://blog.jooq.org/2011/10/29/derby-casting-madness-the-sequel/ | TODO: check this! | TODO: check this | It seems at least the row_number function is supported as of 10.4",25,27,"This commented-out code alert (java:S125) in DerbyLegacyDialect.java is a maintenance concern. The file has 6 SATD comments (the highest count), 8 commits, and 4 unique authors, suggesting accumulated technical debt. Commented-out code in a complex file with many TODOs may represent abandoned or deferred functionality."
AZ4HYWXaUdMD1-xUpqgE,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CockroachLegacyDialect.java,CockroachLegacyDialect.java,java:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""string"" 3 times.",205.0,8min,0.0,0.0,17.0,17.0,218.0,102.0,99.0,1166.0,A,A,15,5,301,33,1.0,TODO: RESTRICT VIOLATION,3,28,"This literal duplication alert (java:S1192) in CockroachLegacyDialect.java flags 'string' duplicated 3 times. The file has very high complexity and a SATD 'RESTRICT VIOLATION', but the literal 'string' is a generic type name that may be intentionally repeated in SQL generation code, reducing practical risk."
AZ4HYWa7UdMD1-xUpqjN,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/FirebirdDialect.java,FirebirdDialect.java,java:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,949.0,5min,0.0,0.0,6.0,6.0,198.0,92.0,42.0,1098.0,A,A,5,4,375,285,2.0,"Formally, Firebird has a (fixed) precision of 4 (100 microseconds), | Note: Firebird 3 has an 'off by increment' bug (fixed in Firebird 4), see",27,29,"This nested if merge alert (java:S1066) in FirebirdDialect.java is a minor readability issue. The file has high complexity (cognitive 92), 5 commits, 4 unique authors, and 2 SATD comments about Firebird-specific bugs. The file was last modified 285 days ago, suggesting lower current activity."
AZ4HYWa7UdMD1-xUpqjO,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/FirebirdDialect.java,FirebirdDialect.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,908.0,5min,0.0,0.0,6.0,6.0,198.0,92.0,42.0,1098.0,A,A,5,4,375,285,2.0,"Formally, Firebird has a (fixed) precision of 4 (100 microseconds), | Note: Firebird 3 has an 'off by increment' bug (fixed in Firebird 4), see",26,30,"This commented-out code alert (java:S125) in FirebirdDialect.java is a maintenance concern. The file has high complexity (cognitive 92) and 2 SATD comments about Firebird precision and bugs. The file was last modified 285 days ago, suggesting the commented code may be stale but is lower priority than active files."
AZ4HYWZ8UdMD1-xUpqiE,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/FirebirdSqlAstTranslator.java,FirebirdSqlAstTranslator.java,java:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,186.0,5min,0.0,0.0,3.0,3.0,59.0,45.0,15.0,356.0,A,A,2,2,92,332,1.0,connect them via union all but that's probably pretty inefficient and would have to happen,28,31,"This nested if merge alert (java:S1066) in FirebirdSqlAstTranslator.java is a minor readability issue. The file has moderate complexity (cognitive 45) and was last modified 332 days ago with only 2 commits, suggesting low recent activity and lower urgency."
AZ4HYWZXUdMD1-xUpqhZ,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/AltibaseSqlAstTranslator.java,AltibaseSqlAstTranslator.java,java:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,63.0,5min,0.0,0.0,1.0,1.0,35.0,18.0,5.0,179.0,A,A,1,1,29,313,1.0,connect them via union all but that's probably pretty inefficient and would have to happen,19,32,"This nested if merge alert (java:S1066) in AltibaseSqlAstTranslator.java is a minor readability issue. The file has moderate complexity (cognitive 18), only 1 commit, and was last modified 313 days ago, indicating very low activity and lower investigation priority."
AZ4HYWYnUdMD1-xUpqhA,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2LegacyDialect.java,DB2LegacyDialect.java,java:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""date '"" 3 times.",564.0,8min,0.0,0.0,3.0,3.0,169.0,64.0,24.0,1092.0,A,A,12,4,380,153,1.0,but perhaps they were in older versions?,9,33,"This literal duplication alert (java:S1192) in DB2LegacyDialect.java flags 'date \'' duplicated 3 times. The file has high complexity (cyclomatic 169) and moderate activity (12 commits, 4 authors), but literal duplication in SQL date formatting is a low-risk maintenance issue."
AZ4HYWYnUdMD1-xUpqhC,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2LegacyDialect.java,DB2LegacyDialect.java,java:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""time '"" 3 times.",569.0,8min,0.0,0.0,3.0,3.0,169.0,64.0,24.0,1092.0,A,A,12,4,380,153,1.0,but perhaps they were in older versions?,10,34,"This literal duplication alert (java:S1192) in DB2LegacyDialect.java flags 'time \'' duplicated 3 times. Same file context as alert 9; these three DB2 literal alerts (9, 10, 11) are closely related and similarly low-risk."
AZ4HYWYnUdMD1-xUpqhB,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2LegacyDialect.java,DB2LegacyDialect.java,java:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""timestamp '"" 3 times.",574.0,8min,0.0,0.0,3.0,3.0,169.0,64.0,24.0,1092.0,A,A,12,4,380,153,1.0,but perhaps they were in older versions?,11,35,This literal duplication alert (java:S1192) in DB2LegacyDialect.java flags 'timestamp \'' duplicated 3 times. Same file context as alerts 9 and 10; all three are minor maintenance issues in SQL formatting code.
AZ4HYWZQUdMD1-xUpqhW,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2iLegacyDialect.java,DB2iLegacyDialect.java,java:S1124,LOW,MAINTAINABILITY,CODE_SMELL,Reorder the modifiers to comply with the Java Language Specification.,43.0,2min,0.0,0.0,2.0,2.0,25.0,8.0,2.0,162.0,A,A,4,2,35,262,2.0,@author Peter DeGregorio (pdegregorio) | TODO: when was 'create unique where not null index' really first introduced?,45,36,"This modifier ordering alert (java:S1124) in DB2iLegacyDialect.java is a minor style issue. The file has low complexity (cognitive 8), 4 commits, 2 unique authors, and 2 SATD comments including a TODO about untestable features. Low practical risk."
AZ4HYWZQUdMD1-xUpqhX,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2iLegacyDialect.java,DB2iLegacyDialect.java,java:S1135,LOW,MAINTAINABILITY,CODE_SMELL,Complete the task associated to this TODO comment.,76.0,0min,0.0,0.0,2.0,2.0,25.0,8.0,2.0,162.0,A,A,4,2,35,262,2.0,@author Peter DeGregorio (pdegregorio) | TODO: when was 'create unique where not null index' really first introduced?,46,37,"This TODO alert (java:S1135) in DB2iLegacyDialect.java flags an unresolved task about when a DB2i index feature was introduced. The SATD text confirms this is a known uncertainty. The file has low complexity and moderate activity, but the TODO represents a documentation gap rather than a defect."
AZ4HYWhbUdMD1-xUpqpv,hibernate-c3p0/src/main/java/org/hibernate/c3p0/internal/C3P0ConnectionProvider.java,C3P0ConnectionProvider.java,java:S3008,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this field ""HIBERNATE_STYLE_SETTING_PREFIX"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",46.0,2min,1.0,0.0,3.0,4.0,27.0,26.0,17.0,257.0,E,A,13,1,147,108,2.0,"@author various people | as soon as we obtain a new connection. This maybe isn't ideal,",36,38,"This naming convention alert (java:S3008) in C3P0ConnectionProvider.java flags a non-standard field name. While the file has reliability rating E due to the BUG alert, this naming issue is cosmetic and does not contribute to the reliability problem. It's in the same high-risk file but is the lowest-risk issue there."
AZ4HYWhbUdMD1-xUpqpx,hibernate-c3p0/src/main/java/org/hibernate/c3p0/internal/C3P0ConnectionProvider.java,C3P0ConnectionProvider.java,java:S1133,LOW,MAINTAINABILITY,CODE_SMELL,Do not forget to remove this deprecated code someday.,248.0,10min,1.0,0.0,3.0,4.0,27.0,26.0,17.0,257.0,E,A,13,1,147,108,2.0,"@author various people | as soon as we obtain a new connection. This maybe isn't ideal,",37,39,"This deprecated code alert (java:S1133) in C3P0ConnectionProvider.java is a maintenance reminder. The file has reliability rating E and active development (13 commits), but deprecated code removal is lower priority than the actual bug and performance issues in the same file."
