issue_key,file_path,file,rule,impact_severity,impact_quality,type,message,line,effort,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,sqale_index,lines,reliability_rating,security_rating,commit_count,unique_authors,churn,days_since_modified,satd_count,satd_text,pool_rank,c2_rank,llm_reasoning
AZ4HYWaRUdMD1-xUpqio,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/H2LegacySqlAstTranslator.java,H2LegacySqlAstTranslator.java,java:S1117,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename ""renderAsArray"" which hides the field declared at line 48.",186.0,5min,0.0,0.0,4.0,4.0,56.0,32.0,17.0,311.0,A,A,0,0,0,0,1.0,connect them via union all but that's probably pretty inefficient and would have to happen,32,11,"Variable shadowing (java:S1117) in H2LegacySqlAstTranslator.java where 'renderAsArray' hides a field declared at line 48. This can cause subtle bugs in SQL rendering logic. The file has 4 code smells and moderate complexity (56 cyclomatic, 32 cognitive)."
AZ4HYWaRUdMD1-xUpqip,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/H2LegacySqlAstTranslator.java,H2LegacySqlAstTranslator.java,java:S1117,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename ""renderAsArray"" which hides the field declared at line 48.",198.0,5min,0.0,0.0,4.0,4.0,56.0,32.0,17.0,311.0,A,A,0,0,0,0,1.0,connect them via union all but that's probably pretty inefficient and would have to happen,33,12,"A second instance of 'renderAsArray' shadowing in H2LegacySqlAstTranslator.java at line 198. Like alert 32, this can cause logic errors in SQL AST translation. Both instances should be fixed together, ranked consecutively."
AZ4HYWXaUdMD1-xUpqgI,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CockroachLegacyDialect.java,CockroachLegacyDialect.java,java:S131,HIGH,MAINTAINABILITY,CODE_SMELL,Add a default case to this switch.,226.0,5min,0.0,0.0,17.0,17.0,218.0,102.0,99.0,1166.0,A,A,15,5,301,33,1.0,TODO: RESTRICT VIOLATION,4,13,"Missing default case in a switch statement (java:S131) in CockroachLegacyDialect.java, which has the highest code smell count (17) and violations (17) among dialect files, with very high complexity (218 cyclomatic, 102 cognitive). Missing default cases can cause silent failures when unexpected values are encountered."
AZ4HYWXaUdMD1-xUpqgJ,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CockroachLegacyDialect.java,CockroachLegacyDialect.java,java:S131,HIGH,MAINTAINABILITY,CODE_SMELL,Add a default case to this switch.,269.0,5min,0.0,0.0,17.0,17.0,218.0,102.0,99.0,1166.0,A,A,15,5,301,33,1.0,TODO: RESTRICT VIOLATION,5,14,"Second missing default case (java:S131) in CockroachLegacyDialect.java at line 269. Same high-complexity, high-violation file context as alert 4. Multiple missing default cases in a complex file compound the risk of unhandled input scenarios."
AZ4HYWXaUdMD1-xUpqgK,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CockroachLegacyDialect.java,CockroachLegacyDialect.java,java:S131,HIGH,MAINTAINABILITY,CODE_SMELL,Add a default case to this switch.,271.0,5min,0.0,0.0,17.0,17.0,218.0,102.0,99.0,1166.0,A,A,15,5,301,33,1.0,TODO: RESTRICT VIOLATION,6,15,Third missing default case (java:S131) in CockroachLegacyDialect.java at line 271. This is in the same highly problematic file with 17 violations and extreme complexity. The proximity to alert 5 (line 269) suggests these may be in related switch structures.
AZ4HYWXaUdMD1-xUpqgL,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CockroachLegacyDialect.java,CockroachLegacyDialect.java,java:S131,HIGH,MAINTAINABILITY,CODE_SMELL,Add a default case to this switch.,322.0,5min,0.0,0.0,17.0,17.0,218.0,102.0,99.0,1166.0,A,A,15,5,301,33,1.0,TODO: RESTRICT VIOLATION,7,16,Fourth missing default case (java:S131) in CockroachLegacyDialect.java at line 322. Same high-complexity file context. Four missing default cases in one file represents a systematic pattern worth addressing comprehensively.
AZ4HYWaiUdMD1-xUpqi-,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CommunityDialectSelector.java,CommunityDialectSelector.java,java:S1479,MEDIUM,MAINTAINABILITY,CODE_SMELL,Reduce the number of non-empty switch cases from 49 to at most 30.,22.0,30min,0.0,0.0,2.0,2.0,51.0,2.0,35.0,126.0,A,A,2,2,57,246,,,24,17,"This alert (java:S1479) flags a switch with 49 cases in CommunityDialectSelector.java, far exceeding the recommended 30. A switch with 49 cases is a significant maintainability concern in a selector class. The 30-minute remediation effort is the highest among code smells, indicating substantial refactoring needed."
AZ4HYWaiUdMD1-xUpqi9,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CommunityDialectSelector.java,CommunityDialectSelector.java,java:S131,HIGH,MAINTAINABILITY,CODE_SMELL,Add a default case to this switch.,22.0,5min,0.0,0.0,2.0,2.0,51.0,2.0,35.0,126.0,A,A,2,2,57,246,,,8,18,"Missing default case (java:S131) in CommunityDialectSelector.java at line 22, the same switch statement flagged in alert 24 for having 49 cases. A switch with 49 cases and no default is doubly concerning. The file has only 2 violations but high cyclomatic complexity (51)."
AZ4HYWWNUdMD1-xUpqfV,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2LegacySqlAstTranslator.java,DB2LegacySqlAstTranslator.java,java:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""xmlserialize("" 8 times.",388.0,18min,0.0,0.0,2.0,2.0,112.0,93.0,36.0,523.0,A,A,2,1,23,178,,,12,19,Duplicated literal 'xmlserialize(' appearing 8 times in DB2LegacySqlAstTranslator.java (java:S1192) with the highest effort estimate (18min) among code smells. The file has high cognitive complexity (93) and 2 violations. Eight repetitions of a complex SQL function name increases maintenance risk significantly.
AZ4HYWbHUdMD1-xUpqjf,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/AltibaseDialect.java,AltibaseDialect.java,java:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.,342.0,7min,0.0,0.0,1.0,1.0,136.0,38.0,7.0,654.0,A,A,7,4,172,9,,,2,20,"Cognitive complexity refactoring (java:S3776) in AltibaseDialect.java where a method has complexity 17 vs. allowed 15. The file has very high overall complexity (136 cyclomatic, 38 cognitive). While only 2 over the threshold, the file's overall complexity context makes this worth addressing."
AZ4HYWalUdMD1-xUpqi_,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/MySQLLegacySqlAstTranslator.java,MySQLLegacySqlAstTranslator.java,java:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,147.0,6min,0.0,0.0,1.0,1.0,49.0,35.0,6.0,271.0,A,A,4,4,87,93,,,14,21,"Cognitive complexity alert (java:S3776) in MySQLLegacySqlAstTranslator.java with a method at complexity 16 vs. allowed 15. The file has moderate complexity (49 cyclomatic, 35 cognitive). MySQL is a widely-used database, making dialect correctness important, though the violation is minor (1 over threshold)."
AZ4HYWZTUdMD1-xUpqhY,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CommunityDatabase.java,CommunityDatabase.java,java:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove this unused method parameter ""jdbcUrl"".",237.0,5min,0.0,0.0,1.0,1.0,45.0,0.0,5.0,255.0,A,A,4,3,61,11,,,23,22,"Unused method parameter 'jdbcUrl' (java:S1172) in CommunityDatabase.java. Unused parameters can indicate incomplete implementations or API design issues. The file has zero cognitive complexity (0) suggesting it may be a simple data class, but an unused parameter in a database-related method warrants investigation."
AZ4HYWa7UdMD1-xUpqjN,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/FirebirdDialect.java,FirebirdDialect.java,java:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,949.0,5min,0.0,0.0,6.0,6.0,198.0,92.0,42.0,1098.0,A,A,5,4,375,285,2.0,"Formally, Firebird has a (fixed) precision of 4 (100 microseconds), | Note: Firebird 3 has an 'off by increment' bug (fixed in Firebird 4), see",27,23,"Nested if statement that should be merged (java:S1066) in FirebirdDialect.java, a file with high complexity (198 cyclomatic, 92 cognitive) and 6 violations. In a highly complex file, unnecessary nesting increases cognitive load and maintenance risk."
AZ4HYWZ8UdMD1-xUpqiE,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/FirebirdSqlAstTranslator.java,FirebirdSqlAstTranslator.java,java:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,186.0,5min,0.0,0.0,3.0,3.0,59.0,45.0,15.0,356.0,A,A,2,2,92,332,1.0,connect them via union all but that's probably pretty inefficient and would have to happen,28,24,Nested if merge suggestion (java:S1066) in FirebirdSqlAstTranslator.java with high cognitive complexity (45) and 3 violations. Unnecessary nesting in SQL translation logic can obscure the intended behavior and make debugging harder.
AZ4HYWXUUdMD1-xUpqf9,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/HSQLLegacyDialect.java,HSQLLegacyDialect.java,java:S3358,MEDIUM,MAINTAINABILITY,CODE_SMELL,Extract this nested ternary operation into an independent statement.,433.0,5min,0.0,0.0,9.0,9.0,145.0,55.0,45.0,868.0,A,A,11,4,181,107,1.0,"TODO: does not support MICROSECOND, but on the",34,25,"Nested ternary operation (java:S3358) in HSQLLegacyDialect.java at line 433. Nested ternaries reduce readability significantly, especially in a file with 9 violations and moderate complexity (145 cyclomatic, 55 cognitive). This is in the same file as the fall-through switch issue (alert 13)."
AZ4HYWaCUdMD1-xUpqiH,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2zLegacyDialect.java,DB2zLegacyDialect.java,java:S1301,LOW,MAINTAINABILITY,CODE_SMELL,"Replace this ""switch"" statement by ""if"" statements to increase readability.",80.0,5min,0.0,0.0,4.0,4.0,46.0,22.0,12.0,253.0,A,A,4,3,52,179,2.0,"TODO: when was 'create unique where not null index' really first introduced? | just on the basis of the DB2 docs, but I currently have no way to test it",48,26,"Switch with single case that should be an if statement (java:S1301) in DB2zLegacyDialect.java. The file has moderate complexity (46 cyclomatic, 22 cognitive) and 4 violations. While a minor readability issue, it's in a file with other violations worth reviewing together."
AZ4HYWZXUdMD1-xUpqhZ,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/AltibaseSqlAstTranslator.java,AltibaseSqlAstTranslator.java,java:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,63.0,5min,0.0,0.0,1.0,1.0,35.0,18.0,5.0,179.0,A,A,1,1,29,313,1.0,connect them via union all but that's probably pretty inefficient and would have to happen,19,27,"Nested if merge suggestion (java:S1066) in AltibaseSqlAstTranslator.java. The file has moderate complexity (35 cyclomatic, 18 cognitive) and only 1 violation. This is a minor readability improvement with low impact."
AZ4HYWXaUdMD1-xUpqgE,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/CockroachLegacyDialect.java,CockroachLegacyDialect.java,java:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""string"" 3 times.",205.0,8min,0.0,0.0,17.0,17.0,218.0,102.0,99.0,1166.0,A,A,15,5,301,33,1.0,TODO: RESTRICT VIOLATION,3,28,"Duplicated literal 'string' 3 times (java:S1192) in CockroachLegacyDialect.java. While the file has high complexity and many violations (17), duplicating the word 'string' is a very minor issue — the literal itself is generic and the duplication risk is low."
AZ4HYWaFUdMD1-xUpqiP,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/H2LegacyDialect.java,H2LegacyDialect.java,java:S1301,LOW,MAINTAINABILITY,CODE_SMELL,"Replace this ""switch"" statement by ""if"" statements to increase readability.",422.0,5min,0.0,0.0,13.0,13.0,161.0,74.0,77.0,959.0,A,A,11,5,72,39,3.0,"H2 1.4.200 has a bug: https://github.com/h2database/h2database/issues/3184 | functionFactory.everyAny(); //this would work too | H2 requires a very special emulation, because {@code unnest} is pretty much useless,",50,29,"Switch-to-if replacement suggestion (java:S1301) in H2LegacyDialect.java, a file with high complexity (161 cyclomatic, 74 cognitive), 13 code smells, and sqale_index of 77. While the alert itself is minor, the file context suggests it warrants attention as part of broader cleanup."
AZ4HYWY_UdMD1-xUpqhM,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DerbyLegacyDialect.java,DerbyLegacyDialect.java,java:S1301,LOW,MAINTAINABILITY,CODE_SMELL,"Replace this ""switch"" statement by ""if"" statements to increase readability.",716.0,5min,0.0,0.0,5.0,5.0,121.0,30.0,10.0,1028.0,A,A,8,4,252,153,6.0,"emulate the most basic functionality of extract() | type, but it doesn't know how to cast to it. Worse, | With a nice rant: https://blog.jooq.org/2011/10/29/derby-casting-madness-the-sequel/ | TODO: check this! | TODO: check this | It seems at least the row_number function is supported as of 10.4",49,30,"Switch-to-if replacement (java:S1301) in DerbyLegacyDialect.java with 5 violations and moderate complexity (121 cyclomatic, 30 cognitive). This is a readability improvement with low functional impact, ranked lower due to the file's otherwise moderate quality metrics."
AZ4HYWYnUdMD1-xUpqhA,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2LegacyDialect.java,DB2LegacyDialect.java,java:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""date '"" 3 times.",564.0,8min,0.0,0.0,3.0,3.0,169.0,64.0,24.0,1092.0,A,A,12,4,380,153,1.0,but perhaps they were in older versions?,9,31,"Duplicated literal 'date \'' 3 times (java:S1192) in DB2LegacyDialect.java. The file has high complexity (169 cyclomatic, 64 cognitive) and 3 violations. Extracting date/time format literals to constants is a good practice but has low functional risk."
AZ4HYWYnUdMD1-xUpqhC,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2LegacyDialect.java,DB2LegacyDialect.java,java:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""time '"" 3 times.",569.0,8min,0.0,0.0,3.0,3.0,169.0,64.0,24.0,1092.0,A,A,12,4,380,153,1.0,but perhaps they were in older versions?,10,32,"Duplicated literal 'time \'' 3 times (java:S1192) in DB2LegacyDialect.java. Same file context as alert 9 with identical characteristics. These three literal duplication issues (9, 10, 11) should be addressed together as a group."
AZ4HYWYnUdMD1-xUpqhB,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2LegacyDialect.java,DB2LegacyDialect.java,java:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""timestamp '"" 3 times.",574.0,8min,0.0,0.0,3.0,3.0,169.0,64.0,24.0,1092.0,A,A,12,4,380,153,1.0,but perhaps they were in older versions?,11,33,Duplicated literal 'timestamp \'' 3 times (java:S1192) in DB2LegacyDialect.java. Same file context as alerts 9 and 10. All three date/time literal duplications in this file are low-risk maintenance improvements.
AZ4HYWa7UdMD1-xUpqjO,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/FirebirdDialect.java,FirebirdDialect.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,908.0,5min,0.0,0.0,6.0,6.0,198.0,92.0,42.0,1098.0,A,A,5,4,375,285,2.0,"Formally, Firebird has a (fixed) precision of 4 (100 microseconds), | Note: Firebird 3 has an 'off by increment' bug (fixed in Firebird 4), see",26,34,"Commented-out code block (java:S125) in FirebirdDialect.java at line 908. The file has high complexity (198 cyclomatic, 92 cognitive) and 6 violations. Commented-out code is a maintenance concern but has no functional impact."
AZ4HYWaCUdMD1-xUpqiI,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2zLegacyDialect.java,DB2zLegacyDialect.java,java:S1124,LOW,MAINTAINABILITY,CODE_SMELL,Reorder the modifiers to comply with the Java Language Specification.,51.0,2min,0.0,0.0,4.0,4.0,46.0,22.0,12.0,253.0,A,A,4,3,52,179,2.0,"TODO: when was 'create unique where not null index' really first introduced? | just on the basis of the DB2 docs, but I currently have no way to test it",47,35,Modifier reordering (java:S1124) in DB2zLegacyDialect.java. This is a purely cosmetic issue with no functional impact. The file has moderate complexity and 4 violations. Ranked lower as modifier order doesn't affect behavior.
AZ4HYWYGUdMD1-xUpqgj,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/OracleLegacyDialect.java,OracleLegacyDialect.java,java:S115,HIGH,MAINTAINABILITY,CODE_SMELL,Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.,169.0,2min,0.0,0.0,9.0,9.0,280.0,131.0,69.0,1519.0,A,A,14,6,241,9,5.0,"Approximate octet and bit length for clobs since exact size determination would require a custom function | TODO: provide a way to change this without a custom Dialect | also get reported this way, so take care) | Until 12.2 there was a bug in the Oracle query rewriter causing ORA-00918 | when the query contains duplicate implicit aliases in the select clause",15,36,"Constant naming convention violation (java:S115) in OracleLegacyDialect.java. While the file has very high complexity (280 cyclomatic, 131 cognitive) and 9 violations, naming convention issues are cosmetic and have no functional impact. The 2-minute effort makes it easy to fix."
AZ4HYWY8UdMD1-xUpqhL,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/Cache71Dialect.java,Cache71Dialect.java,java:S1133,LOW,MAINTAINABILITY,CODE_SMELL,Do not forget to remove this deprecated code someday.,158.0,10min,0.0,0.0,1.0,1.0,0.0,0.0,10.0,160.0,A,A,0,0,0,0,,,41,37,"Deprecated code reminder (java:S1133) in Cache71Dialect.java. The file has zero complexity (0 cyclomatic, 0 cognitive) and only 1 violation, suggesting it's a minimal stub or wrapper. Deprecated code cleanup is important but low urgency here."
AZ4HYWY_UdMD1-xUpqhQ,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DerbyLegacyDialect.java,DerbyLegacyDialect.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,713.0,5min,0.0,0.0,5.0,5.0,121.0,30.0,10.0,1028.0,A,A,8,4,252,153,6.0,"emulate the most basic functionality of extract() | type, but it doesn't know how to cast to it. Worse, | With a nice rant: https://blog.jooq.org/2011/10/29/derby-casting-madness-the-sequel/ | TODO: check this! | TODO: check this | It seems at least the row_number function is supported as of 10.4",25,38,"Commented-out code (java:S125) in DerbyLegacyDialect.java at line 713. The file has moderate complexity (121 cyclomatic, 30 cognitive) and 5 violations. Commented-out code is a maintenance smell with no functional impact."
AZ4HYWZxUdMD1-xUpqiA,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2390Dialect.java,DB2390Dialect.java,java:S1133,LOW,MAINTAINABILITY,CODE_SMELL,Do not forget to remove this deprecated code someday.,28.0,10min,0.0,0.0,1.0,1.0,10.0,2.0,10.0,71.0,A,A,0,0,0,0,,,42,39,"Deprecated code reminder (java:S1133) in DB2390Dialect.java. The file has low complexity (10 cyclomatic, 2 cognitive) and only 1 violation. This is a small file with minimal risk, making deprecated code cleanup low priority."
AZ4HYWZZUdMD1-xUpqha,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB2390V8Dialect.java,DB2390V8Dialect.java,java:S1133,LOW,MAINTAINABILITY,CODE_SMELL,Do not forget to remove this deprecated code someday.,18.0,10min,0.0,0.0,1.0,1.0,1.0,0.0,10.0,24.0,A,A,0,0,0,0,,,43,40,"Deprecated code reminder (java:S1133) in DB2390V8Dialect.java. The file is very small (24 lines, complexity 1) with only 1 violation. This is the smallest file in the set, making this a very low-priority cleanup task."
AZ4HYWZNUdMD1-xUpqhV,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/DB297Dialect.java,DB297Dialect.java,java:S1133,LOW,MAINTAINABILITY,CODE_SMELL,Do not forget to remove this deprecated code someday.,18.0,10min,0.0,0.0,1.0,1.0,1.0,0.0,10.0,25.0,A,A,0,0,0,0,,,44,41,"Deprecated code reminder (java:S1133) in DB297Dialect.java. Similar to alert 43, this is a very small file (25 lines, complexity 1) with 1 violation. Low priority deprecated code cleanup."
