issue_key,file_path,file,rule,impact_severity,impact_quality,type,message,line,effort,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,sqale_index,lines,reliability_rating,security_rating,commit_count,unique_authors,churn,days_since_modified,satd_count,satd_text,pool_rank
AZ4INX4RUdMD1-xUqr-e,lib/sqlalchemy/dialects/mysql/asyncmy.py,asyncmy.py,python:S2638,HIGH,MAINTAINABILITY,CODE_SMELL,Add missing parameters _translate_args.,314,15min,0.0,0.0,14.0,14.0,55.0,19.0,72.0,338.0,A,A,8,3,122,2,,,14
AZ4INX3_UdMD1-xUqr9w,lib/sqlalchemy/dialects/mysql/base.py,base.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,218,30min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.,15
AZ4INX3_UdMD1-xUqr9x,lib/sqlalchemy/dialects/mysql/base.py,base.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,323,30min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.,16
AZ4INX3_UdMD1-xUqr9y,lib/sqlalchemy/dialects/mysql/base.py,base.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,343,30min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.,17
AZ4INYCJUdMD1-xUqsSr,lib/sqlalchemy/__init__.py,__init__.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""lcls"".",275,5min,0.0,0.0,1.0,1.0,3.0,1.0,5.0,295.0,A,A,17,5,42,24,,,18
AZ4INX2yUdMD1-xUqr7H,lib/sqlalchemy/dialects/mssql/pymssql.py,pymssql.py,python:S2836,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a ""break"" statement or remove this ""else"" clause.",110,5min,0.0,0.0,5.0,5.0,18.0,16.0,20.0,127.0,A,A,2,2,3,2,1.0,TODO: monkeypatching here is less than ideal,19
AZ4INX21UdMD1-xUqr7L,lib/sqlalchemy/dialects/mssql/pyodbc.py,pyodbc.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""dialect"".",469,5min,0.0,1.0,15.0,16.0,65.0,73.0,69.0,746.0,A,E,3,2,67,2,,,20
AZ4INX4RUdMD1-xUqr-Z,lib/sqlalchemy/dialects/mysql/asyncmy.py,asyncmy.py,python:S1542,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename function ""_Binary"" to match the regular expression ^[a-z_][a-z0-9_]*$.",238,10min,0.0,0.0,14.0,14.0,55.0,19.0,72.0,338.0,A,A,8,3,122,2,,,21
AZ4INX3_UdMD1-xUqr9l,lib/sqlalchemy/dialects/mysql/base.py,base.py,python:S1515,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Add a parameter to function ""replace"" and use variable ""column"" as its default value;The value of ""column"" might change at the next loop iteration.",1377,30min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.,22
AZ4INX3_UdMD1-xUqr9r,lib/sqlalchemy/dialects/mysql/base.py,base.py,python:S6035,MEDIUM,MAINTAINABILITY,CODE_SMELL,Replace this alternation with a character class.,2596,5min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.,23
AZ4INX34UdMD1-xUqr9Z,lib/sqlalchemy/dialects/mysql/reflection.py,reflection.py,python:S108,MEDIUM,MAINTAINABILITY,CODE_SMELL,Either remove or fill this block of code.,54,5min,0.0,0.0,12.0,12.0,98.0,138.0,102.0,678.0,A,A,4,3,127,2,,,24
AZ4INX34UdMD1-xUqr9a,lib/sqlalchemy/dialects/mysql/reflection.py,reflection.py,python:S108,MEDIUM,MAINTAINABILITY,CODE_SMELL,Either remove or fill this block of code.,62,5min,0.0,0.0,12.0,12.0,98.0,138.0,102.0,678.0,A,A,4,3,127,2,,,25
AZ4INX34UdMD1-xUqr9b,lib/sqlalchemy/dialects/mysql/reflection.py,reflection.py,python:S108,MEDIUM,MAINTAINABILITY,CODE_SMELL,Either remove or fill this block of code.,74,5min,0.0,0.0,12.0,12.0,98.0,138.0,102.0,678.0,A,A,4,3,127,2,,,26
AZ4INX34UdMD1-xUqr9W,lib/sqlalchemy/dialects/mysql/reflection.py,reflection.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,189,5min,0.0,0.0,12.0,12.0,98.0,138.0,102.0,678.0,A,A,4,3,127,2,,,27
AZ4INX34UdMD1-xUqr9X,lib/sqlalchemy/dialects/mysql/reflection.py,reflection.py,python:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,269,5min,0.0,0.0,12.0,12.0,98.0,138.0,102.0,678.0,A,A,4,3,127,2,,,28
AZ4INX42UdMD1-xUqr_Z,lib/sqlalchemy/dialects/oracle/base.py,base.py,python:S3923,MEDIUM,RELIABILITY,BUG,Remove this if statement or edit its code blocks so that they're not all the same.,1106,15min,1.0,0.0,11.0,12.0,400.0,473.0,208.0,3273.0,C,A,7,7,272,54,3.0,"technically, this could be supported, but as it would be | This type seems to be very hard to cast into something else | outerjoin + where null works better on oracle 21 but 11 does",29
AZ4INX4mUdMD1-xUqr-v,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S3923,MEDIUM,RELIABILITY,BUG,Remove this if statement or edit its code blocks so that they're not all the same.,506,15min,1.0,0.0,21.0,22.0,163.0,186.0,113.0,1484.0,C,A,5,4,98,2,9.0,TODO: the names used across CHAR / VARCHAR / NCHAR / NVARCHAR | here are inconsistent and not very good | take care of reserved words | TODO: we could likely do away with quoting altogether for | this is the only way to ensure a transaction is started without | TODO: Others ? | TODO: others? | TODO: need to end XA state here | TODO: need to end XA state here,30
AZ4INX4mUdMD1-xUqr-5,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove this commented out code.,1081,5min,1.0,0.0,21.0,22.0,163.0,186.0,113.0,1484.0,C,A,5,4,98,2,9.0,TODO: the names used across CHAR / VARCHAR / NCHAR / NVARCHAR | here are inconsistent and not very good | take care of reserved words | TODO: we could likely do away with quoting altogether for | this is the only way to ensure a transaction is started without | TODO: Others ? | TODO: others? | TODO: need to end XA state here | TODO: need to end XA state here,31
AZ4INX4pUdMD1-xUqr_F,lib/sqlalchemy/dialects/oracle/types.py,types.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""dialect"".",128,5min,0.0,0.0,5.0,5.0,30.0,12.0,35.0,288.0,A,A,5,4,55,54,,,32
AZ4INX4pUdMD1-xUqr_G,lib/sqlalchemy/dialects/oracle/types.py,types.py,python:S1172,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove the unused function parameter ""dialect"".",146,5min,0.0,0.0,5.0,5.0,30.0,12.0,35.0,288.0,A,A,5,4,55,54,,,33
AZ4INX4pUdMD1-xUqr_H,lib/sqlalchemy/dialects/oracle/types.py,types.py,python:S4144,MEDIUM,MAINTAINABILITY,CODE_SMELL,Update this function so that its implementation is not identical to _adapt_from_generic_interval on line 209.,216,15min,0.0,0.0,5.0,5.0,30.0,12.0,35.0,288.0,A,A,5,4,55,54,,,34
AZ4INX57UdMD1-xUqsBK,lib/sqlalchemy/connectors/aioodbc.py,aioodbc.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_aioodbc_cursor"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",28,5min,0.0,0.0,7.0,7.0,24.0,12.0,32.0,175.0,A,A,4,2,24,67,1.0,how it's supposed to work,35
AZ4INX57UdMD1-xUqsBL,lib/sqlalchemy/connectors/aioodbc.py,aioodbc.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_aioodbc_ss_cursor"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",39,5min,0.0,0.0,7.0,7.0,24.0,12.0,32.0,175.0,A,A,4,2,24,67,1.0,how it's supposed to work,36
AZ4INX57UdMD1-xUqsBM,lib/sqlalchemy/connectors/aioodbc.py,aioodbc.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_aioodbc_connection"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",45,5min,0.0,0.0,7.0,7.0,24.0,12.0,32.0,175.0,A,A,4,2,24,67,1.0,how it's supposed to work,37
AZ4INX57UdMD1-xUqsBN,lib/sqlalchemy/connectors/aioodbc.py,aioodbc.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdaptFallback_aioodbc_connection"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",90,5min,0.0,0.0,7.0,7.0,24.0,12.0,32.0,175.0,A,A,4,2,24,67,1.0,how it's supposed to work,38
AZ4INX57UdMD1-xUqsBP,lib/sqlalchemy/connectors/aioodbc.py,aioodbc.py,python:S101,LOW,MAINTAINABILITY,CODE_SMELL,"Rename class ""AsyncAdapt_aioodbc_dbapi"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.",96,5min,0.0,0.0,7.0,7.0,24.0,12.0,32.0,175.0,A,A,4,2,24,67,1.0,how it's supposed to work,39
AZ4INX2rUdMD1-xUqr7A,lib/sqlalchemy/dialects/mssql/information_schema.py,information_schema.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",148,0min,0.0,0.0,1.0,1.0,7.0,3.0,0.0,255.0,A,A,3,2,66,2,1.0,TODO: is CATLOG misspelled ?,40
AZ4INX2yUdMD1-xUqr7G,lib/sqlalchemy/dialects/mssql/pymssql.py,pymssql.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",69,0min,0.0,0.0,5.0,5.0,18.0,16.0,20.0,127.0,A,A,2,2,3,2,1.0,TODO: monkeypatching here is less than ideal,41
AZ4INX21UdMD1-xUqr7K,lib/sqlalchemy/dialects/mssql/pyodbc.py,pyodbc.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""DBAPIBinary"" to match the regular expression ^[_a-z][a-z0-9_]*$.",452,2min,0.0,1.0,15.0,16.0,65.0,73.0,69.0,746.0,A,E,3,2,67,2,,,42
AZ4INX21UdMD1-xUqr7W,lib/sqlalchemy/dialects/mssql/pyodbc.py,pyodbc.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""odbc_SQL_SS_TIMESTAMPOFFSET"" to match the regular expression ^[_a-z][a-z0-9_]*$.",716,2min,0.0,1.0,15.0,16.0,65.0,73.0,69.0,746.0,A,E,3,2,67,2,,,43
AZ4INX4IUdMD1-xUqr99,lib/sqlalchemy/dialects/mysql/aiomysql.py,aiomysql.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",42,0min,0.0,0.0,16.0,16.0,54.0,16.0,64.0,334.0,A,A,8,3,129,2,,,44
AZ4INX4RUdMD1-xUqr-S,lib/sqlalchemy/dialects/mysql/asyncmy.py,asyncmy.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",41,0min,0.0,0.0,14.0,14.0,55.0,19.0,72.0,338.0,A,A,8,3,122,2,,,45
AZ4INX4VUdMD1-xUqr-g,lib/sqlalchemy/dialects/mysql/pymysql.py,pymysql.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""Connection"" to match the regular expression ^[_a-z][a-z0-9_]*$.",89,2min,0.0,1.0,2.0,3.0,14.0,16.0,7.0,138.0,A,E,4,3,48,2,,,46
AZ4INX4CUdMD1-xUqr95,lib/sqlalchemy/dialects/mysql/pyodbc.py,pyodbc.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""pyodbc_SQL_CHAR"" to match the regular expression ^[_a-z][a-z0-9_]*$.",129,2min,0.0,0.0,4.0,4.0,11.0,6.0,14.0,139.0,A,A,3,3,48,2,,,47
AZ4INX4CUdMD1-xUqr96,lib/sqlalchemy/dialects/mysql/pyodbc.py,pyodbc.py,python:S117,LOW,MAINTAINABILITY,CODE_SMELL,"Rename this local variable ""pyodbc_SQL_WCHAR"" to match the regular expression ^[_a-z][a-z0-9_]*$.",130,2min,0.0,0.0,4.0,4.0,11.0,6.0,14.0,139.0,A,A,3,3,48,2,,,48
AZ4INX4EUdMD1-xUqr97,lib/sqlalchemy/dialects/mysql/types.py,types.py,python:S1135,LOW,MAINTAINABILITY,CODE_SMELL,"Complete the task associated to this ""TODO"" comment.",98,0min,0.0,0.0,1.0,1.0,48.0,20.0,0.0,775.0,A,A,4,2,202,77,1.0,TODO: float arguments?,49
AZ4INX3WUdMD1-xUqr8n,lib/sqlalchemy/dialects/postgresql/asyncpg.py,asyncpg.py,python:S3626,LOW,MAINTAINABILITY,CODE_SMELL,Remove this redundant continue.,675,1min,0.0,0.0,17.0,17.0,164.0,141.0,67.0,1279.0,A,A,14,4,290,23,2.0,TODO: looks like we have to hand-roll some kind of batching here. | hardcoding for the moment but this should be improved.,50
