issue_key,file_path,file,rule,impact_severity,impact_quality,type,message,line,effort,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,sqale_index,lines,reliability_rating,security_rating,commit_count,unique_authors,churn,days_since_modified,satd_count,satd_text
AZ4INX4IUdMD1-xUqr-J,lib/sqlalchemy/dialects/mysql/aiomysql.py,aiomysql.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",278,5min,0.0,0.0,16.0,16.0,54.0,16.0,64.0,334.0,A,A,8,3,129,2,,
AZ4INX4IUdMD1-xUqr-L,lib/sqlalchemy/dialects/mysql/aiomysql.py,aiomysql.py,python:S2638,HIGH,MAINTAINABILITY,CODE_SMELL,Add missing parameters _translate_args.,312,15min,0.0,0.0,16.0,16.0,54.0,16.0,64.0,334.0,A,A,8,3,129,2,,
AZ4INX4RUdMD1-xUqr-T,lib/sqlalchemy/dialects/mysql/asyncmy.py,asyncmy.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",119,5min,0.0,0.0,14.0,14.0,55.0,19.0,72.0,338.0,A,A,8,3,122,2,,
AZ4INX4RUdMD1-xUqr-a,lib/sqlalchemy/dialects/mysql/asyncmy.py,asyncmy.py,python:S1845,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename field ""Binary"" to prevent any misunderstanding/clash with field ""BINARY"" defined on line 267",270,10min,0.0,0.0,14.0,14.0,55.0,19.0,72.0,338.0,A,A,8,3,122,2,,
AZ4INX4RUdMD1-xUqr-e,lib/sqlalchemy/dialects/mysql/asyncmy.py,asyncmy.py,python:S2638,HIGH,MAINTAINABILITY,CODE_SMELL,Add missing parameters _translate_args.,314,15min,0.0,0.0,14.0,14.0,55.0,19.0,72.0,338.0,A,A,8,3,122,2,,
AZ4INX3_UdMD1-xUqr9w,lib/sqlalchemy/dialects/mysql/base.py,base.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,218,30min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.
AZ4INX3_UdMD1-xUqr9x,lib/sqlalchemy/dialects/mysql/base.py,base.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,323,30min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.
AZ4INX3_UdMD1-xUqr9y,lib/sqlalchemy/dialects/mysql/base.py,base.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,343,30min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.
AZ4INX3_UdMD1-xUqr9z,lib/sqlalchemy/dialects/mysql/base.py,base.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,385,30min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.
AZ4INX3_UdMD1-xUqr90,lib/sqlalchemy/dialects/mysql/base.py,base.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,389,30min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.
AZ4INX3_UdMD1-xUqr91,lib/sqlalchemy/dialects/mysql/base.py,base.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,433,30min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.
AZ4INX3_UdMD1-xUqr92,lib/sqlalchemy/dialects/mysql/base.py,base.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,989,30min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.
AZ4INX3_UdMD1-xUqr9k,lib/sqlalchemy/dialects/mysql/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 28 to the 15 allowed.,1333,18min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.
AZ4INX3_UdMD1-xUqr9m,lib/sqlalchemy/dialects/mysql/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,1500,6min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.
AZ4INX3_UdMD1-xUqr9o,lib/sqlalchemy/dialects/mysql/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,1940,10min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.
AZ4INX3_UdMD1-xUqr9j,lib/sqlalchemy/dialects/mysql/base.py,base.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""%s(%d)"" 3 times.",1990,6min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.
AZ4INX3_UdMD1-xUqr9p,lib/sqlalchemy/dialects/mysql/base.py,base.py,python:S1845,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename method ""visit_ENUM"" to prevent any misunderstanding/clash with method ""visit_enum"" defined on line 2359",2390,10min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.
AZ4INX3_UdMD1-xUqr9s,lib/sqlalchemy/dialects/mysql/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,2987,8min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.
AZ4INX3_UdMD1-xUqr9t,lib/sqlalchemy/dialects/mysql/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,3135,8min,0.0,7.0,13.0,20.0,391.0,384.0,113.0,3450.0,A,E,17,9,1405,2,3.0,that hits each backend and maybe make a requires rule for it? | TODO: remove ?? | is very slow since mysql does not seem able to properly use indexse.
AZ4INX37UdMD1-xUqr9h,lib/sqlalchemy/dialects/mysql/enumerated.py,enumerated.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,172,8min,0.0,0.0,2.0,2.0,31.0,49.0,22.0,245.0,A,A,3,2,99,77,1.0,TODO: SET is a string as far as configuration but does not act like
AZ4INX37UdMD1-xUqr9i,lib/sqlalchemy/dialects/mysql/enumerated.py,enumerated.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.,201,14min,0.0,0.0,2.0,2.0,31.0,49.0,22.0,245.0,A,A,3,2,99,77,1.0,TODO: SET is a string as far as configuration but does not act like
AZ4INX4eUdMD1-xUqr-j,lib/sqlalchemy/dialects/mysql/mariadbconnector.py,mariadbconnector.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,50,6min,0.0,0.0,5.0,5.0,39.0,38.0,26.0,278.0,A,A,4,3,109,2,2.0,"work around JIRA issue | https://jira.mariadb.org/browse/CONPY-270.  When that issue is fixed,"
AZ4INX4eUdMD1-xUqr-n,lib/sqlalchemy/dialects/mysql/mariadbconnector.py,mariadbconnector.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Specify an exception class to catch or reraise the exception,208,5min,0.0,0.0,5.0,5.0,39.0,38.0,26.0,278.0,A,A,4,3,109,2,2.0,"work around JIRA issue | https://jira.mariadb.org/browse/CONPY-270.  When that issue is fixed,"
AZ4INX4iUdMD1-xUqr-q,lib/sqlalchemy/dialects/mysql/mysqlconnector.py,mysqlconnector.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",50,5min,0.0,0.0,4.0,4.0,24.0,12.0,20.0,181.0,A,A,7,3,146,2,,
AZ4INX4LUdMD1-xUqr-P,lib/sqlalchemy/dialects/mysql/mysqldb.py,mysqldb.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,46,30min,0.0,2.0,3.0,5.0,31.0,28.0,15.0,304.0,A,E,5,3,112,2,1.0,note: the SQL here would be
AZ4INX4LUdMD1-xUqr-Q,lib/sqlalchemy/dialects/mysql/mysqldb.py,mysqldb.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,62,30min,0.0,2.0,3.0,5.0,31.0,28.0,15.0,304.0,A,E,5,3,112,2,1.0,note: the SQL here would be
AZ4INX4VUdMD1-xUqr-h,lib/sqlalchemy/dialects/mysql/pymysql.py,pymysql.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,37,30min,0.0,1.0,2.0,3.0,14.0,16.0,7.0,138.0,A,E,4,3,48,2,,
AZ4INX34UdMD1-xUqr9Y,lib/sqlalchemy/dialects/mysql/reflection.py,reflection.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,43,6min,0.0,0.0,12.0,12.0,98.0,138.0,102.0,678.0,A,A,4,3,127,2,,
AZ4INX34UdMD1-xUqr9c,lib/sqlalchemy/dialects/mysql/reflection.py,reflection.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 35 to the 15 allowed.,167,25min,0.0,0.0,12.0,12.0,98.0,138.0,102.0,678.0,A,A,4,3,127,2,,
AZ4INX34UdMD1-xUqr9d,lib/sqlalchemy/dialects/mysql/reflection.py,reflection.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 34 to the 15 allowed.,223,24min,0.0,0.0,12.0,12.0,98.0,138.0,102.0,678.0,A,A,4,3,127,2,,
AZ4INX34UdMD1-xUqr9V,lib/sqlalchemy/dialects/mysql/reflection.py,reflection.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""NOT NULL"" 3 times.",291,6min,0.0,0.0,12.0,12.0,98.0,138.0,102.0,678.0,A,A,4,3,127,2,,
AZ4INX42UdMD1-xUqr_V,lib/sqlalchemy/dialects/oracle/base.py,base.py,python:S1845,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename method ""visit_FLOAT"" to prevent any misunderstanding/clash with method ""visit_float"" defined on line 642",684,10min,1.0,0.0,11.0,12.0,400.0,473.0,208.0,3273.0,C,A,7,7,272,54,3.0,"technically, this could be supported, but as it would be | This type seems to be very hard to cast into something else | outerjoin + where null works better on oracle 21 but 11 does"
AZ4INX42UdMD1-xUqr_W,lib/sqlalchemy/dialects/oracle/base.py,base.py,python:S4487,HIGH,MAINTAINABILITY,CODE_SMELL,Remove this unread private attribute '__wheres' or refactor the code to use its value.,800,5min,1.0,0.0,11.0,12.0,400.0,473.0,208.0,3273.0,C,A,7,7,272,54,3.0,"technically, this could be supported, but as it would be | This type seems to be very hard to cast into something else | outerjoin + where null works better on oracle 21 but 11 does"
AZ4INX42UdMD1-xUqr_X,lib/sqlalchemy/dialects/oracle/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,879,11min,1.0,0.0,11.0,12.0,400.0,473.0,208.0,3273.0,C,A,7,7,272,54,3.0,"technically, this could be supported, but as it would be | This type seems to be very hard to cast into something else | outerjoin + where null works better on oracle 21 but 11 does"
AZ4INX42UdMD1-xUqr_Y,lib/sqlalchemy/dialects/oracle/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 81 to the 15 allowed.,1025,1h11min,1.0,0.0,11.0,12.0,400.0,473.0,208.0,3273.0,C,A,7,7,272,54,3.0,"technically, this could be supported, but as it would be | This type seems to be very hard to cast into something else | outerjoin + where null works better on oracle 21 but 11 does"
AZ4INX42UdMD1-xUqr_a,lib/sqlalchemy/dialects/oracle/base.py,base.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Specify an exception class to catch or reraise the exception,1530,5min,1.0,0.0,11.0,12.0,400.0,473.0,208.0,3273.0,C,A,7,7,272,54,3.0,"technically, this could be supported, but as it would be | This type seems to be very hard to cast into something else | outerjoin + where null works better on oracle 21 but 11 does"
AZ4INX42UdMD1-xUqr_b,lib/sqlalchemy/dialects/oracle/base.py,base.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Specify an exception class to catch or reraise the exception,1583,5min,1.0,0.0,11.0,12.0,400.0,473.0,208.0,3273.0,C,A,7,7,272,54,3.0,"technically, this could be supported, but as it would be | This type seems to be very hard to cast into something else | outerjoin + where null works better on oracle 21 but 11 does"
AZ4INX42UdMD1-xUqr_c,lib/sqlalchemy/dialects/oracle/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,1724,6min,1.0,0.0,11.0,12.0,400.0,473.0,208.0,3273.0,C,A,7,7,272,54,3.0,"technically, this could be supported, but as it would be | This type seems to be very hard to cast into something else | outerjoin + where null works better on oracle 21 but 11 does"
AZ4INX42UdMD1-xUqr_d,lib/sqlalchemy/dialects/oracle/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.,2112,13min,1.0,0.0,11.0,12.0,400.0,473.0,208.0,3273.0,C,A,7,7,272,54,3.0,"technically, this could be supported, but as it would be | This type seems to be very hard to cast into something else | outerjoin + where null works better on oracle 21 but 11 does"
AZ4INX42UdMD1-xUqr_e,lib/sqlalchemy/dialects/oracle/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 41 to the 15 allowed.,2289,31min,1.0,0.0,11.0,12.0,400.0,473.0,208.0,3273.0,C,A,7,7,272,54,3.0,"technically, this could be supported, but as it would be | This type seems to be very hard to cast into something else | outerjoin + where null works better on oracle 21 but 11 does"
AZ4INX42UdMD1-xUqr_f,lib/sqlalchemy/dialects/oracle/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.,2673,14min,1.0,0.0,11.0,12.0,400.0,473.0,208.0,3273.0,C,A,7,7,272,54,3.0,"technically, this could be supported, but as it would be | This type seems to be very hard to cast into something else | outerjoin + where null works better on oracle 21 but 11 does"
AZ4INX42UdMD1-xUqr_g,lib/sqlalchemy/dialects/oracle/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 47 to the 15 allowed.,2910,37min,1.0,0.0,11.0,12.0,400.0,473.0,208.0,3273.0,C,A,7,7,272,54,3.0,"technically, this could be supported, but as it would be | This type seems to be very hard to cast into something else | outerjoin + where null works better on oracle 21 but 11 does"
AZ4INX4mUdMD1-xUqr-u,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 33 to the 15 allowed.,500,23min,1.0,0.0,21.0,22.0,163.0,186.0,113.0,1484.0,C,A,5,4,98,2,9.0,TODO: the names used across CHAR / VARCHAR / NCHAR / NVARCHAR | here are inconsistent and not very good | take care of reserved words | TODO: we could likely do away with quoting altogether for | this is the only way to ensure a transaction is started without | TODO: Others ? | TODO: others? | TODO: need to end XA state here | TODO: need to end XA state here
AZ4INX4mUdMD1-xUqr-3,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 36 to the 15 allowed.,766,26min,1.0,0.0,21.0,22.0,163.0,186.0,113.0,1484.0,C,A,5,4,98,2,9.0,TODO: the names used across CHAR / VARCHAR / NCHAR / NVARCHAR | here are inconsistent and not very good | take care of reserved words | TODO: we could likely do away with quoting altogether for | this is the only way to ensure a transaction is started without | TODO: Others ? | TODO: others? | TODO: need to end XA state here | TODO: need to end XA state here
AZ4INX4mUdMD1-xUqr-8,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,1226,7min,1.0,0.0,21.0,22.0,163.0,186.0,113.0,1484.0,C,A,5,4,98,2,9.0,TODO: the names used across CHAR / VARCHAR / NCHAR / NVARCHAR | here are inconsistent and not very good | take care of reserved words | TODO: we could likely do away with quoting altogether for | this is the only way to ensure a transaction is started without | TODO: Others ? | TODO: others? | TODO: need to end XA state here | TODO: need to end XA state here
AZ4INX4mUdMD1-xUqr-9,lib/sqlalchemy/dialects/oracle/cx_oracle.py,cx_oracle.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.,1318,17min,1.0,0.0,21.0,22.0,163.0,186.0,113.0,1484.0,C,A,5,4,98,2,9.0,TODO: the names used across CHAR / VARCHAR / NCHAR / NVARCHAR | here are inconsistent and not very good | take care of reserved words | TODO: we could likely do away with quoting altogether for | this is the only way to ensure a transaction is started without | TODO: Others ? | TODO: others? | TODO: need to end XA state here | TODO: need to end XA state here
AZ4INX4xUdMD1-xUqr_R,lib/sqlalchemy/dialects/oracle/oracledb.py,oracledb.py,python:S2638,HIGH,MAINTAINABILITY,CODE_SMELL,Add missing parameters server_side.,328,15min,0.0,0.0,9.0,9.0,68.0,34.0,55.0,432.0,A,A,8,5,42,2,,
AZ4INX4sUdMD1-xUqr_I,lib/sqlalchemy/dialects/oracle/provision.py,provision.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""%s_ts1"" 4 times.",49,8min,0.0,0.0,2.0,2.0,32.0,31.0,16.0,221.0,A,A,5,2,138,116,2.0,"this was meant to work around this issue: | TODO: oracledb claims to have this feature built in somehow,"
AZ4INX4sUdMD1-xUqr_J,lib/sqlalchemy/dialects/oracle/provision.py,provision.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""%s_ts2"" 4 times.",50,8min,0.0,0.0,2.0,2.0,32.0,31.0,16.0,221.0,A,A,5,2,138,116,2.0,"this was meant to work around this issue: | TODO: oracledb claims to have this feature built in somehow,"
